Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,date,People_Tested,Mortality_Rate
Puerto Rico,US,2021-02-04T05:30:42Z,18.2208,-66.5901,94662,1853,78813,13996,72,2964.0284886404274,400634,NA,1.9574908622256024,630,PRI,12544.533070482019,NA,2021-02-03,NA,NA
Rhode Island,US,2021-02-04T05:30:42Z,41.6809,-71.5118,116704,2380,7136,107370,44,11016.45237081599,2568323,NA,1.8833973128598849,84000044,USA,242440.77325859645,NA,2021-02-03,NA,NA
South Carolina,US,2021-02-04T05:30:42Z,33.8569,-80.945,450794,7394,200634,242766,45,8755.467870229342,4300686,NA,1.6402170392684907,84000045,USA,83529.32402149352,NA,2021-02-03,NA,NA
South Dakota,US,2021-02-04T05:30:42Z,44.2998,-99.4388,108639,1782,104305,2552,46,12280.324961369297,404367,NA,1.6402949217131966,84000046,USA,45708.798531411536,NA,2021-02-03,NA,NA
Tennessee,US,2021-02-04T05:30:42Z,35.7478,-86.6923,733216,10033,693707,29476,47,10736.525383596905,6472330,NA,1.3683553004844409,84000047,USA,94774.71213941832,NA,2021-02-03,NA,NA
Texas,US,2021-02-04T05:30:42Z,31.0545,-97.5635,2449535,38039,2015866,395630,48,8447.872302966067,17694874,NA,1.552906980304425,84000048,USA,61025.47461827423,NA,2021-02-03,NA,NA
Utah,US,2021-02-04T05:30:42Z,40.15,-111.8624,350000,1697,312872,35431,49,10917.173587426909,2635985,NA,0.4848571428571429,84000049,USA,82221.44519672435,NA,2021-02-03,NA,NA
Vermont,US,2021-02-04T05:30:42Z,44.0459,-72.7107,12329,179,8759,3391,50,1975.8361124955732,894557,NA,1.4518614648389976,84000050,USA,143361.02078722545,NA,2021-02-03,NA,NA
Virgin Islands,US,2021-02-04T05:30:42Z,18.3358,-64.8963,2430,24,2336,70,78,2265.3540664503853,42248,NA,0.9876543209876544,850,VIR,39385.46444419584,NA,2021-02-03,NA,NA
Virginia,US,2021-02-04T05:30:42Z,37.7693,-78.17,513339,6575,40923,465841,51,6014.150984843453,5300826,NA,1.2808300168115028,84000051,USA,62103.14803352907,NA,2021-02-03,NA,NA
Washington,US,2021-02-04T05:30:42Z,47.4009,-121.4905,316294,4388,NA,311906,53,4153.6236950407565,4614786,NA,1.3873168634245354,84000053,USA,60602.11220302111,NA,2021-02-03,NA,NA
West Virginia,US,2021-02-04T05:30:42Z,38.4912,-80.9545,122470,2058,101200,19212,54,6833.702815673045,1968138,NA,1.6804115293541275,84000054,USA,109820.12078250277,NA,2021-02-03,NA,NA
Wisconsin,US,2021-02-04T05:30:42Z,44.2685,-89.6165,595756,6496,522361,66899,55,10232.078199598312,6236725,NA,1.0903792827936272,84000055,USA,107115.42629766176,NA,2021-02-03,NA,NA
Wyoming,US,2021-02-04T05:30:42Z,42.756,-107.3025,52288,624,50499,1165,56,9034.50313515643,656543,NA,1.193390452876377,84000056,USA,113439.79100109027,NA,2021-02-03,NA,NA
Alabama,US,2021-02-05T05:30:47Z,32.3182,-86.9023,467823,8365,252880,206578,1,9541.20637911888,2149684,NA,1.788069419417173,84000001,USA,43842.604347990135,NA,2021-02-04,NA,NA
Alaska,US,2021-02-05T05:30:47Z,61.3707,-152.4044,55004,279,NA,54726,2,7519.017968819417,1529566,NA,0.5072266157622034,84000002,USA,209087.06914817268,NA,2021-02-04,NA,NA
American Samoa,US,2021-02-05T05:30:47Z,-14.271,-170.132,0,0,NA,0,60,0,2140,NA,NA,16,ASM,3846.084721698028,NA,2021-02-04,NA,NA
Arizona,US,2021-02-05T05:30:47Z,33.7298,-111.4312,771796,13752,106058,651986,4,10603.462121140305,6841912,NA,1.7818179933557572,84000004,USA,48138.70356547726,NA,2021-02-04,NA,NA
Arkansas,US,2021-02-05T05:30:47Z,34.9697,-92.3731,302899,5009,280868,17022,5,10037.066688227598,2496513,NA,1.6536865423788127,84000005,USA,82726.14788766931,NA,2021-02-04,NA,NA
California,US,2021-02-05T08:30:29Z,36.1162,-119.6816,3382932,43387,NA,3339812,6,8561.735440701475,43235327,NA,1.274633956579677,84000006,USA,109422.66396907104,NA,2021-02-04,NA,NA
Colorado,US,2021-02-05T05:30:47Z,39.0598,-105.3111,400851,5682,21260,373909,8,6960.746247093111,5551135,NA,1.417484302147182,84000008,USA,96395.02488045988,NA,2021-02-04,NA,NA
Connecticut,US,2021-02-05T05:30:47Z,41.5978,-72.7554,257941,7185,9800,240956,9,7234.789232956561,5912324,NA,2.7855207198545404,84000009,USA,165830.24031445436,NA,2021-02-04,NA,NA
Delaware,US,2021-02-05T05:30:47Z,39.3185,-75.5071,79225,1321,NA,78090,10,8135.954913100094,1250852,NA,1.4326285894603976,84000010,USA,128455.35468552956,NA,2021-02-04,NA,NA
Diamond Princess,US,2021-02-05T05:30:47Z,NA,NA,49,0,NA,49,88888,NA,NA,NA,0,84088888,USA,NA,NA,2021-02-04,NA,NA
District of Columbia,US,2021-02-05T05:30:47Z,38.8974,-77.0268,37365,932,26453,9980,11,5294.375195714057,1116342,NA,2.494312859627994,84000011,USA,158178.3325233192,NA,2021-02-04,NA,NA
Florida,US,2021-02-05T05:30:47Z,27.7663,-81.6868,1752330,27247,NA,1725083,12,8158.820456736201,19474886,NA,1.554901188703041,84000012,USA,90674.75777359598,NA,2021-02-04,NA,NA
Georgia,US,2021-02-05T05:30:47Z,33.0406,-83.6431,928070,14756,NA,913314,13,8741.009941866309,6561635,NA,1.589966274095704,84000013,USA,61800.63655747728,NA,2021-02-04,NA,NA
Grand Princess,US,2021-02-05T05:30:47Z,NA,NA,103,3,NA,100,99999,NA,NA,NA,2.9126213592233015,84099999,USA,NA,NA,2021-02-04,NA,NA
Guam,US,2021-02-05T05:30:47Z,13.4443,144.7937,7622,129,7410,83,66,4641.080442552777,108819,NA,1.6924691681973236,316,GUM,66260.52646000402,NA,2021-02-04,NA,NA
Hawaii,US,2021-02-05T05:30:47Z,21.0943,-157.4983,26953,416,NA,25972,15,1863.6571667495368,983021,NA,1.5727441543184144,84000015,USA,69428.66304298694,NA,2021-02-04,NA,NA
Idaho,US,2021-02-05T05:30:47Z,44.2405,-114.4788,164565,1747,84159,78659,16,9208.674558563902,608896,NA,1.0615866071157294,84000016,USA,34072.40363389132,NA,2021-02-04,NA,NA
Illinois,US,2021-02-05T05:30:47Z,40.3495,-88.9861,1137559,21497,NA,1116062,17,8977.07598615858,16359655,NA,1.8897481361406308,84000017,USA,129102.63647190091,NA,2021-02-04,NA,NA
Indiana,US,2021-02-05T05:30:47Z,39.8494,-86.2583,633667,11597,412819,209251,18,9412.45375410396,7150804,NA,1.8301410677848144,84000018,USA,106217.63789918301,NA,2021-02-04,NA,NA
Iowa,US,2021-02-05T05:30:47Z,42.0115,-93.2105,323216,5033,289989,28194,19,10244.336892683841,1262433,NA,1.5571630117320925,84000019,USA,40012.83648223337,NA,2021-02-04,NA,NA
Kansas,US,2021-02-05T05:30:47Z,38.5266,-96.7265,281363,3872,5810,271681,20,9657.832969600942,1186849,NA,1.3761582013271112,84000020,USA,40738.79437643865,NA,2021-02-04,NA,NA
Kentucky,US,2021-02-05T05:30:47Z,37.6681,-84.6701,372003,3921,44394,323688,21,8326.549413979044,3653551,NA,1.0540237578729204,84000021,USA,81777.49356320393,NA,2021-02-04,NA,NA
Louisiana,US,2021-02-05T05:30:47Z,31.1695,-91.8678,408995,9044,363457,36494,22,8797.873168826152,5121022,NA,2.21127397645448,84000022,USA,110158.07540622364,NA,2021-02-04,NA,NA
Maine,US,2021-02-05T05:30:47Z,44.6939,-69.3819,40534,630,12481,27423,23,3015.4469681865658,1429673,NA,1.554250752454729,84000023,USA,106357.70250525961,NA,2021-02-04,NA,NA
Maryland,US,2021-02-05T05:30:47Z,39.0639,-76.8021,359037,7251,9511,342275,24,5938.736420055313,7102358,NA,2.0195690137785243,84000024,USA,117478.2323907319,NA,2021-02-04,NA,NA
Massachusetts,US,2021-02-05T05:30:47Z,42.2302,-71.5301,533921,14784,425717,93420,25,7746.402141573242,13955444,NA,2.7689489643598963,84000025,USA,202472.8026959147,NA,2021-02-04,NA,NA
Michigan,US,2021-02-05T05:30:47Z,43.3266,-84.5361,617745,15725,481801,120219,26,6185.579707409448,9525670,NA,2.545548729653821,84000026,USA,95382.06064230217,NA,2021-02-04,NA,NA
Minnesota,US,2021-02-05T05:30:47Z,45.6945,-93.9002,465176,6319,450383,8474,27,8248.339607974423,6326093,NA,1.3584105800815176,84000027,USA,112172.08853343622,NA,2021-02-04,NA,NA
Mississippi,US,2021-02-05T05:30:47Z,32.7416,-89.6787,278532,6182,238176,34174,28,9358.805624315179,1606162,NA,2.2194936308933984,84000028,USA,53967.79529519523,NA,2021-02-04,NA,NA
Missouri,US,2021-02-05T05:30:47Z,38.4561,-92.2884,540007,7441,NA,471339,29,7800.498840882533,4203201,NA,1.5479895561357702,84000029,USA,68484.73008563196,NA,2021-02-04,NA,NA
Montana,US,2021-02-05T05:30:47Z,46.9219,-110.4544,95111,1308,90402,3401,30,8899.041709316622,977190,NA,1.3752352514430508,84000030,USA,91430.58708169515,NA,2021-02-04,NA,NA
Nebraska,US,2021-02-05T05:30:47Z,41.1254,-98.2681,192549,1952,138647,51950,31,9953.898040123904,2146271,NA,1.0137679240089537,84000031,USA,110952.34304241918,NA,2021-02-04,NA,NA
Nevada,US,2021-02-05T05:30:47Z,38.3135,-117.0554,281596,4424,NA,277172,32,9142.264222980912,2522551,NA,1.5710450432534553,84000032,USA,81896.85847080473,NA,2021-02-04,NA,NA
New Hampshire,US,2021-02-05T05:30:47Z,43.4525,-71.5639,67492,1085,61933,4099,33,4936.122455433544,1287829,NA,1.6165800020859096,84000033,USA,94713.43542855798,NA,2021-02-04,NA,NA
New Jersey,US,2021-02-05T05:30:47Z,40.2989,-74.521,709096,21793,68764,618539,34,7983.34644946798,9627805,NA,3.073349729796812,84000034,USA,108394.49505133307,NA,2021-02-04,NA,NA
New Mexico,US,2021-02-05T05:30:47Z,34.8405,-106.2485,176211,3355,108144,64712,35,8403.689571252591,2386859,NA,1.9039674027160618,84000035,USA,113831.83845702247,NA,2021-02-04,NA,NA
New York,US,2021-02-05T05:30:47Z,42.1657,-74.9481,1450912,44298,130302,1276312,36,7458.336291232233,32782663,NA,3.053114179219691,84000036,USA,168517.5428807096,NA,2021-02-04,NA,NA
North Carolina,US,2021-02-05T05:30:47Z,35.6301,-79.8064,781802,9728,683697,88377,37,7454.192777250832,9171477,NA,1.244304823983566,84000037,USA,87446.63944339119,NA,2021-02-04,NA,NA
North Dakota,US,2021-02-05T05:30:47Z,47.5289,-99.784,98034,1447,95691,896,38,12864.307628513166,1357082,NA,1.4760185241854866,84000038,USA,178080.26118609775,NA,2021-02-04,NA,NA
Northern Mariana Islands,US,2021-02-05T05:30:47Z,15.0979,145.6739,133,2,29,102,69,241.18671115624545,17562,NA,1.5037593984962403,580,MNP,31847.526476135215,NA,2021-02-04,NA,NA
Ohio,US,2021-02-05T05:30:47Z,40.3888,-82.7649,910847,17426,806397,92941,39,7792.276565347203,9213673,NA,1.263549202006484,84000039,USA,78822.77506394847,NA,2021-02-04,NA,NA
Oklahoma,US,2021-02-05T05:30:47Z,35.5653,-96.9289,397858,3681,366449,26935,40,10034.569371370171,3251504,NA,0.9270522458539534,84000040,USA,82171.53979647564,NA,2021-02-04,NA,NA
Oregon,US,2021-02-05T05:30:47Z,44.572,-122.0709,145320,1998,NA,143322,41,3428.4973197712425,3233826,NA,1.3768541889976142,84000041,USA,76672.0637156845,NA,2021-02-04,NA,NA
Pennsylvania,US,2021-02-05T05:30:47Z,40.5908,-77.2098,860721,22048,719868,118805,42,6723.338068795403,9367185,NA,2.5615733785977106,84000042,USA,73169.76291730918,NA,2021-02-04,NA,NA
Puerto Rico,US,2021-02-05T05:30:47Z,18.2208,-66.5901,94984,1861,83579,9544,72,2974.110857207985,400956,NA,1.9592773519750692,630,PRI,12554.615439049578,NA,2021-02-04,NA,NA
Rhode Island,US,2021-02-05T05:30:47Z,41.6809,-71.5118,117291,2387,7182,107900,44,11071.863132586534,2589083,NA,1.8833499586498537,84000044,USA,244400.44517402476,NA,2021-02-04,NA,NA
South Carolina,US,2021-02-05T05:30:47Z,33.8569,-80.945,453878,7487,202372,244019,45,8815.366322541899,4325898,NA,1.649562217159677,84000045,USA,84018.99969584637,NA,2021-02-04,NA,NA
South Dakota,US,2021-02-05T05:30:47Z,44.2998,-99.4388,108813,1788,104508,2517,46,12299.993556839416,405404,NA,1.6431860163767198,84000046,USA,45826.018838897246,NA,2021-02-04,NA,NA
Tennessee,US,2021-02-05T05:30:47Z,35.7478,-86.6923,736370,10202,697110,29058,47,10782.709592697447,6503165,NA,1.3854448171435556,84000047,USA,95226.23087360199,NA,2021-02-04,NA,NA
Texas,US,2021-02-05T05:30:47Z,31.0545,-97.5635,2463424,38453,2037888,387083,48,8495.772209852841,17846886,NA,1.5609574316073886,84000048,USA,61549.72839073246,NA,2021-02-04,NA,NA
Utah,US,2021-02-05T05:30:47Z,40.15,-111.8624,351273,1711,315614,33948,49,10956.880907360608,2646744,NA,0.4870855431530462,84000049,USA,82557.03911280185,NA,2021-02-04,NA,NA
Vermont,US,2021-02-05T05:30:47Z,44.0459,-72.7107,12503,181,8953,3369,50,2003.7212194445733,903253,NA,1.4476525633847876,84000050,USA,144754.6350977341,NA,2021-02-04,NA,NA
Virgin Islands,US,2021-02-05T05:30:47Z,18.3358,-64.8963,2440,24,2336,80,78,2274.676511168289,42248,NA,0.9836065573770492,850,VIR,39385.46444419584,NA,2021-02-04,NA,NA
Virginia,US,2021-02-05T05:30:47Z,37.7693,-78.17,516398,6650,41067,468681,51,6049.989461683584,5316450,NA,1.287766412728167,84000051,USA,62286.194899220536,NA,2021-02-04,NA,NA
Washington,US,2021-02-05T05:30:47Z,47.4009,-121.4905,317878,4416,NA,313462,53,4174.425037883001,4645828,NA,1.3892122134907103,84000053,USA,61009.76074122117,NA,2021-02-04,NA,NA
West Virginia,US,2021-02-05T05:30:47Z,38.4912,-80.9545,123044,2080,102495,18469,54,6865.731438325091,1980208,NA,1.69045219596242,84000054,USA,110493.61464210246,NA,2021-02-04,NA,NA
Wisconsin,US,2021-02-05T05:30:47Z,44.2685,-89.6165,597475,6545,524120,66810,55,10261.60193486092,6278671,NA,1.0954433239884511,84000055,USA,107835.84665794409,NA,2021-02-04,NA,NA
Wyoming,US,2021-02-05T05:30:47Z,42.756,-107.3025,52468,624,50775,1069,56,9065.60416339098,670688,NA,1.189296333002973,84000056,USA,115883.81346985533,NA,2021-02-04,NA,NA
Alabama,US,2021-02-06T05:30:40Z,32.3182,-86.9023,469319,8449,252880,207990,1,9571.717159356622,2149684,NA,1.8002680479588509,84000001,USA,43842.604347990135,NA,2021-02-05,NA,NA
Alaska,US,2021-02-06T05:30:40Z,61.3707,-152.4044,55258,279,NA,54980,2,7553.739004435816,1536911,NA,0.5048951302050345,84000002,USA,210091.1085442454,NA,2021-02-05,NA,NA
American Samoa,US,2021-02-06T05:30:40Z,-14.271,-170.132,0,0,NA,0,60,0,2140,NA,NA,16,ASM,3846.084721698028,NA,2021-02-05,NA,NA
Arizona,US,2021-02-06T05:30:40Z,33.7298,-111.4312,775622,13948,106698,654976,4,10656.026329915012,6889120,NA,1.7982986557885154,84000004,USA,48354.46961325738,NA,2021-02-05,NA,NA
Arkansas,US,2021-02-06T05:30:40Z,34.9697,-92.3731,304723,5050,282699,16974,5,10097.507989253112,2508232,NA,1.6572428074021324,84000005,USA,83114.4766194226,NA,2021-02-05,NA,NA
California,US,2021-02-06T08:30:40Z,36.1162,-119.6816,3399745,44019,NA,3356055,6,8604.286830432193,43433104,NA,1.2850963822286672,84000006,USA,109923.21034430283,NA,2021-02-05,NA,NA
Colorado,US,2021-02-06T05:30:40Z,39.0598,-105.3111,402754,5705,21345,375704,8,6993.791693177114,5594425,NA,1.4164974152956893,84000008,USA,97146.75234287523,NA,2021-02-05,NA,NA
Connecticut,US,2021-02-06T05:30:40Z,41.5978,-72.7554,259372,7214,9800,242358,9,7274.926254183744,5959472,NA,2.7813333744583066,84000009,USA,167152.65839748667,NA,2021-02-05,NA,NA
Delaware,US,2021-02-06T05:30:40Z,39.3185,-75.5071,79546,1325,NA,78355,10,8168.919779330517,1253654,NA,1.4972468760214217,84000010,USA,128743.10407860632,NA,2021-02-05,NA,NA
Diamond Princess,US,2021-02-06T05:30:40Z,NA,NA,49,0,NA,49,88888,NA,NA,NA,0,84088888,USA,NA,NA,2021-02-05,NA,NA
District of Columbia,US,2021-02-06T05:30:40Z,38.8974,-77.0268,37634,940,26551,10143,11,5332.49072970702,1122905,NA,2.49774140404953,84000011,USA,159108.26653668654,NA,2021-02-05,NA,NA
Florida,US,2021-02-06T05:30:40Z,27.7663,-81.6868,1763873,27457,NA,1736416,12,8212.564480140529,19651882,NA,1.5566313447736884,84000012,USA,91498.8483190757,NA,2021-02-05,NA,NA
Georgia,US,2021-02-06T05:30:40Z,33.0406,-83.6431,932912,14858,NA,918054,13,8786.61422833017,6597050,NA,1.5926475380314542,84000013,USA,62134.19207278451,NA,2021-02-05,NA,NA
Grand Princess,US,2021-02-06T05:30:40Z,NA,NA,103,3,NA,100,99999,NA,NA,NA,2.9126213592233015,84099999,USA,NA,NA,2021-02-05,NA,NA
Guam,US,2021-02-06T05:30:40Z,13.4443,144.7937,7636,129,7416,91,66,4649.605124551693,109188,NA,1.6893661602933474,316,GUM,66485.21272126117,NA,2021-02-05,NA,NA
Hawaii,US,2021-02-06T05:30:40Z,21.0943,-157.4983,27101,416,NA,26092,15,1872.1325091533695,988117,NA,1.5656241747462931,84000015,USA,69788.58258373638,NA,2021-02-05,NA,NA
Idaho,US,2021-02-06T05:30:40Z,44.2405,-114.4788,164969,1758,84824,78387,16,9231.281458704636,610636,NA,1.0656547593790349,84000016,USA,34169.769985982595,NA,2021-02-05,NA,NA
Illinois,US,2021-02-06T05:30:40Z,40.3495,-88.9861,1141219,21603,NA,1119616,17,9005.958969906535,16464740,NA,1.8929758442507532,84000017,USA,129931.91744106865,NA,2021-02-05,NA,NA
Indiana,US,2021-02-06T05:30:40Z,39.8494,-86.2583,635171,11686,414245,209240,18,9434.794084981491,7181084,NA,1.839819513170469,84000018,USA,106667.41530541416,NA,2021-02-05,NA,NA
Iowa,US,2021-02-06T05:30:40Z,42.0115,-93.2105,323797,5067,291527,27203,19,10262.75169806058,1264939,NA,1.564869347152691,84000019,USA,40092.26419699087,NA,2021-02-05,NA,NA
Kansas,US,2021-02-06T05:30:40Z,38.5266,-96.7265,283926,4075,5912,273939,20,9745.808381794754,1197053,NA,1.4352331241238914,84000020,USA,41089.04841702611,NA,2021-02-05,NA,NA
Kentucky,US,2021-02-06T05:30:40Z,37.6681,-84.6701,374259,3971,44692,325596,21,8377.045499972804,3668483,NA,1.061029928471994,84000021,USA,82111.71677067682,NA,2021-02-05,NA,NA
Louisiana,US,2021-02-06T05:30:40Z,31.1695,-91.8678,409861,9076,363457,37328,22,8816.50165612845,5139629,NA,2.214409275339688,84000022,USA,110558.32975175927,NA,2021-02-05,NA,NA
Maine,US,2021-02-06T05:30:40Z,44.6939,-69.3819,40799,632,12498,27669,23,3035.161120418505,1437960,NA,1.5490575749405622,84000023,USA,106974.19752241463,NA,2021-02-05,NA,NA
Maryland,US,2021-02-06T05:30:40Z,39.0639,-76.8021,360584,7287,9514,343783,24,5964.324939460905,7144618,NA,2.020888336698245,84000024,USA,118177.24391631712,NA,2021-02-05,NA,NA
Massachusetts,US,2021-02-06T05:30:40Z,42.2302,-71.5301,537208,14859,425717,96632,25,7794.091638407702,14082912,NA,2.765967744337389,84000025,USA,204322.17439731254,NA,2021-02-05,NA,NA
Michigan,US,2021-02-06T05:30:40Z,43.3266,-84.5361,619499,15750,481801,121948,26,6203.142790569646,9573225,NA,2.542376985273584,84000026,USA,95858.23648020592,NA,2021-02-05,NA,NA
Minnesota,US,2021-02-06T05:30:40Z,45.6945,-93.9002,466224,6341,450924,8959,27,8266.922380751084,6360982,NA,1.3600758433714266,84000027,USA,112790.72818935705,NA,2021-02-05,NA,NA
Mississippi,US,2021-02-06T05:30:40Z,32.7416,-89.6787,279742,6222,238176,35344,28,9399.462190905091,1607372,NA,2.2241922914685675,84000028,USA,54008.451861785135,NA,2021-02-05,NA,NA
Missouri,US,2021-02-06T05:30:40Z,38.4561,-92.2884,542198,7455,NA,472661,29,7822.266917021267,4223347,NA,1.546597901209367,84000029,USA,68812.97833555032,NA,2021-02-05,NA,NA
Montana,US,2021-02-06T05:30:40Z,46.9219,-110.4544,95458,1307,90654,3497,30,8931.50869497688,983680,NA,1.3691885436527058,84000030,USA,92037.82263482221,NA,2021-02-05,NA,NA
Nebraska,US,2021-02-06T05:30:40Z,41.1254,-98.2681,193069,1958,139287,51824,31,9980.779649381102,2158971,NA,1.0141452019744237,84000031,USA,111608.87465312383,NA,2021-02-05,NA,NA
Nevada,US,2021-02-06T05:30:40Z,38.3135,-117.0554,282493,4463,NA,278030,32,9171.386124598885,2531886,NA,1.5798621558764288,84000032,USA,82199.92753613778,NA,2021-02-05,NA,NA
New Hampshire,US,2021-02-06T05:30:40Z,43.4525,-71.5639,67919,1091,62442,4062,33,4971.27698459452,1297471,NA,1.6140247059693764,84000033,USA,95422.55670506453,NA,2021-02-05,NA,NA
New Jersey,US,2021-02-06T05:30:40Z,40.2989,-74.521,713324,21886,69195,622243,34,8030.947322676052,9662239,NA,3.0681709854147625,84000034,USA,108782.1697126497,NA,2021-02-05,NA,NA
New Mexico,US,2021-02-06T05:30:40Z,34.8405,-106.2485,176793,3378,109068,64347,35,8431.445768825211,2402484,NA,1.9107091344114304,84000035,USA,114577.01128704345,NA,2021-02-05,NA,NA
New York,US,2021-02-06T05:30:40Z,42.1657,-74.9481,1458809,44466,131165,1283178,36,7498.930401482793,32986290,NA,3.0481029387671725,84000036,USA,169564.2766894966,NA,2021-02-05,NA,NA
North Carolina,US,2021-02-06T05:30:40Z,35.6301,-79.8064,787349,9841,683697,93811,37,7507.081369676292,9239452,NA,1.2498904551856926,84000037,USA,88094.75591537976,NA,2021-02-05,NA,NA
North Dakota,US,2021-02-06T05:30:40Z,47.5289,-99.784,98095,1451,95777,867,38,12872.312226564243,1360187,NA,1.4791783475202611,84000038,USA,178487.70834918946,NA,2021-02-05,NA,NA
Northern Mariana Islands,US,2021-02-06T05:30:40Z,15.0979,145.6739,133,2,29,102,69,241.18671115624545,17562,NA,1.5037593984962403,580,MNP,31847.526476135215,NA,2021-02-05,NA,NA
Ohio,US,2021-02-06T05:30:40Z,40.3888,-82.7649,914530,17489,812707,90252,39,7823.784551419699,9265442,NA,1.2652400686691525,84000039,USA,79265.65774952734,NA,2021-02-05,NA,NA
Oklahoma,US,2021-02-06T05:30:40Z,35.5653,-96.9289,400527,3710,369278,26739,40,10101.843051162114,3266144,NA,0.9281334510803624,84000040,USA,82541.51976347565,NA,2021-02-05,NA,NA
Oregon,US,2021-02-06T05:30:40Z,44.572,-122.0709,146137,2002,NA,144135,41,3464.8201156212444,3253665,NA,1.3699473781451652,84000041,USA,77142.43443818332,NA,2021-02-05,NA,NA
Pennsylvania,US,2021-02-06T05:30:40Z,40.5908,-77.2098,865448,22208,723806,119434,42,6760.262018659757,9407717,NA,2.5660698274188634,84000042,USA,73486.36996954144,NA,2021-02-05,NA,NA
Puerto Rico,US,2021-02-06T05:30:40Z,18.2208,-66.5901,95064,1867,84629,8568,72,2976.615793498062,401036,NA,1.9639400824707565,630,PRI,12557.120375339651,NA,2021-02-05,NA,NA
Rhode Island,US,2021-02-06T05:30:40Z,41.6809,-71.5118,117891,2393,7233,108446,44,11128.501049217404,2611257,NA,1.8763094723091671,84000044,USA,246493.5937796464,NA,2021-02-05,NA,NA
South Carolina,US,2021-02-06T05:30:40Z,33.8569,-80.945,459974,7553,203808,248613,45,8933.764819720029,4391292,NA,1.6420493332231825,84000045,USA,85289.10325957122,NA,2021-02-05,NA,NA
South Dakota,US,2021-02-06T05:30:40Z,44.2998,-99.4388,108944,1798,104716,2430,46,12314.801522394504,406118,NA,1.6503891907769128,84000046,USA,45906.72790306773,NA,2021-02-05,NA,NA
Tennessee,US,2021-02-06T05:30:40Z,35.7478,-86.6923,739031,10405,700620,28006,47,10821.67477355241,6531853,NA,1.4079247013995353,84000047,USA,95646.31095942203,NA,2021-02-05,NA,NA
Texas,US,2021-02-06T05:30:40Z,31.0545,-97.5635,2478003,38893,2060478,378632,48,8546.051765076563,17922915,NA,1.5695299803914684,84000048,USA,61811.934598572814,NA,2021-02-05,NA,NA
Utah,US,2021-02-06T05:30:40Z,40.15,-111.8624,352489,1728,318034,32727,49,10994.810287595783,2658072,NA,0.4902280638544749,84000049,USA,82910.38123394006,NA,2021-02-05,NA,NA
